timestamp_sec,ego_x,ego_y,ego_z,ego_speed_mps,distance_to_intersection_m,distance_to_pedestrian_m,human_throttle,human_brake,human_steering_rad
869.150,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.160,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.170,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.180,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.190,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.200,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.210,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.220,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.230,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.240,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.250,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.260,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.270,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.280,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.290,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.300,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.310,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.320,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.330,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.340,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.350,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.360,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.370,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.380,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.390,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.400,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.410,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.420,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.430,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.440,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.450,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.460,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.470,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.480,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.490,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.500,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.510,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.520,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.530,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.540,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.550,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.560,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
869.570,-97.020,-52.451,0.317,0.000,0.790,10.744,0.040,0.000,0.0000
869.580,-97.020,-52.451,0.317,0.004,0.790,10.744,0.080,0.000,0.0000
869.590,-97.020,-52.451,0.317,0.010,0.790,10.744,0.120,0.000,0.0000
869.600,-97.020,-52.450,0.317,0.018,0.790,10.744,0.160,0.000,0.0000
869.610,-97.020,-52.449,0.316,0.027,0.790,10.744,0.200,0.000,0.0000
869.620,-97.020,-52.447,0.316,0.035,0.790,10.745,0.240,0.000,0.0000
869.630,-97.020,-52.446,0.316,0.041,0.790,10.745,0.280,0.000,0.0000
869.640,-97.020,-52.443,0.315,0.047,0.790,10.745,0.320,0.000,0.0000
869.650,-97.020,-52.440,0.315,0.051,0.790,10.746,0.360,0.000,0.0000
869.660,-97.020,-52.437,0.314,0.054,0.790,10.746,0.400,0.000,0.0000
869.670,-97.020,-52.434,0.314,0.056,0.790,10.747,0.440,0.000,0.0000
869.680,-97.020,-52.430,0.313,0.056,0.790,10.748,0.480,0.000,0.0000
869.690,-97.020,-52.425,0.312,0.056,0.790,10.748,0.520,0.000,0.0000
869.700,-97.020,-52.421,0.312,0.055,0.790,10.749,0.560,0.000,0.0000
869.710,-97.020,-52.415,0.311,0.054,0.790,10.749,0.600,0.000,0.0000
869.720,-97.020,-52.410,0.311,0.051,0.790,10.750,0.640,0.000,0.0000
869.730,-97.020,-52.404,0.310,0.048,0.790,10.750,0.680,0.000,0.0000
869.740,-97.020,-52.397,0.310,0.045,0.790,10.751,0.720,0.000,0.0000
869.750,-97.020,-52.391,0.309,0.041,0.790,10.751,0.760,0.000,0.0000
869.760,-97.020,-52.384,0.309,0.037,0.790,10.751,0.800,0.000,0.0000
869.770,-97.020,-52.376,0.309,0.033,0.790,10.752,0.840,0.000,0.0000
869.780,-97.020,-52.368,0.308,0.028,0.790,10.752,0.880,0.000,0.0000
869.790,-97.020,-52.360,0.308,0.024,0.790,10.752,0.920,0.000,0.0000
869.800,-97.020,-52.351,0.308,0.019,0.790,10.752,0.960,0.000,0.0000
869.810,-97.020,-52.341,0.308,0.014,0.790,10.753,1.000,0.000,0.0000
869.820,-97.020,-52.332,0.308,0.010,0.790,10.753,1.000,0.000,0.0000
869.830,-97.020,-52.322,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
869.840,-97.020,-52.311,0.308,0.002,0.790,10.753,1.000,0.000,0.0000
869.850,-97.020,-52.301,0.308,0.003,0.790,10.753,1.000,0.000,0.0000
869.860,-97.020,-52.289,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
869.870,-97.020,-52.278,0.308,0.009,0.790,10.753,1.000,0.000,0.0000
