timestamp_sec,ego_x,ego_y,ego_z,ego_speed_mps,distance_to_intersection_m,distance_to_pedestrian_m,human_throttle,human_brake,human_steering_rad
1229.550,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.560,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.570,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.580,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.590,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.600,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.610,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.620,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.630,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.640,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.650,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.660,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.670,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.680,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.690,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.700,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.710,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.720,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.730,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.740,-97.020,-52.451,0.317,0.000,0.790,10.744,0.000,0.000,0.0000
1229.750,-97.020,-52.451,0.317,0.000,0.790,10.744,0.040,0.000,0.0000
1229.760,-97.020,-52.451,0.317,0.004,0.790,10.744,0.080,0.000,0.0000
1229.770,-97.020,-52.451,0.317,0.010,0.790,10.744,0.120,0.000,0.0000
1229.780,-97.020,-52.450,0.317,0.018,0.790,10.744,0.160,0.000,0.0000
1229.790,-97.020,-52.449,0.316,0.027,0.790,10.744,0.200,0.000,0.0000
1229.800,-97.020,-52.447,0.316,0.035,0.790,10.745,0.240,0.000,0.0000
1229.810,-97.020,-52.446,0.316,0.041,0.790,10.745,0.280,0.000,0.0000
1229.820,-97.020,-52.443,0.315,0.047,0.790,10.745,0.320,0.000,0.0000
1229.830,-97.020,-52.440,0.315,0.051,0.790,10.746,0.360,0.000,0.0000
1229.840,-97.020,-52.437,0.314,0.054,0.790,10.746,0.400,0.000,0.0000
1229.850,-97.020,-52.434,0.314,0.056,0.790,10.747,0.440,0.000,0.0000
1229.860,-97.020,-52.430,0.313,0.056,0.790,10.748,0.480,0.000,0.0000
1229.870,-97.020,-52.425,0.312,0.056,0.790,10.748,0.520,0.000,0.0000
1229.880,-97.020,-52.421,0.312,0.055,0.790,10.749,0.560,0.000,0.0000
1229.890,-97.020,-52.415,0.311,0.054,0.790,10.749,0.600,0.000,0.0000
1229.900,-97.020,-52.410,0.311,0.051,0.790,10.750,0.640,0.000,0.0000
1229.910,-97.020,-52.404,0.310,0.048,0.790,10.750,0.680,0.000,0.0000
1229.920,-97.020,-52.397,0.310,0.045,0.790,10.751,0.720,0.000,0.0000
1229.930,-97.020,-52.391,0.309,0.041,0.790,10.751,0.760,0.000,0.0000
1229.940,-97.020,-52.384,0.309,0.037,0.790,10.751,0.800,0.000,0.0000
1229.950,-97.020,-52.376,0.309,0.033,0.790,10.752,0.840,0.000,0.0000
1229.960,-97.020,-52.368,0.308,0.028,0.790,10.752,0.880,0.000,0.0000
1229.970,-97.020,-52.360,0.308,0.024,0.790,10.752,0.920,0.000,0.0000
1229.980,-97.020,-52.351,0.308,0.019,0.790,10.752,0.960,0.000,0.0000
1229.990,-97.020,-52.341,0.308,0.014,0.790,10.753,1.000,0.000,0.0000
1230.000,-97.020,-52.332,0.308,0.010,0.790,10.753,1.000,0.000,0.0000
1230.010,-97.020,-52.322,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
1230.020,-97.020,-52.311,0.308,0.002,0.790,10.753,1.000,0.000,0.0000
1230.030,-97.020,-52.301,0.308,0.003,0.790,10.753,1.000,0.000,0.0000
1230.040,-97.020,-52.289,0.308,0.006,0.790,10.753,1.000,0.000,0.0000
1230.050,-97.020,-52.278,0.308,0.009,0.790,10.753,1.000,0.000,0.0000
1230.060,-97.020,-52.266,0.308,0.012,0.790,10.752,1.000,0.000,0.0000
1230.070,-97.020,-52.253,0.308,0.014,0.790,10.752,1.000,0.000,0.0000
1230.080,-97.020,-52.240,0.308,0.016,0.790,10.752,1.000,0.000,0.0000
1230.090,-97.020,-52.227,0.308,0.018,0.790,10.752,1.000,0.000,0.0000
1230.100,-97.020,-52.213,0.309,0.019,0.790,10.752,1.000,0.000,0.0000
1230.110,-97.020,-52.199,0.309,0.020,0.790,10.752,1.000,0.000,0.0000
1230.120,-97.020,-52.185,0.309,0.021,0.790,10.751,1.000,0.000,0.0000
1230.130,-97.020,-52.170,0.309,0.021,0.790,10.751,1.000,0.000,0.0000
1230.140,-97.020,-52.155,0.310,0.021,0.790,10.751,1.000,0.000,0.0000
1230.150,-97.020,-52.139,0.310,0.020,0.790,10.751,1.000,0.000,0.0000
1230.160,-97.020,-52.123,0.310,0.020,0.790,10.751,1.000,0.000,0.0000
1230.170,-97.020,-52.107,0.310,0.019,0.790,10.750,1.000,0.000,0.0000
1230.180,-97.020,-52.090,0.310,0.018,0.790,10.750,1.000,0.000,0.0000
1230.190,-97.020,-52.073,0.310,0.016,0.790,10.750,1.000,0.000,0.0000
1230.200,-97.020,-52.055,0.311,0.015,0.790,10.750,1.000,0.000,0.0000
1230.210,-97.020,-52.037,0.311,0.013,0.790,10.750,1.000,0.000,0.0000
1230.220,-97.020,-52.019,0.311,0.012,0.790,10.750,1.000,0.000,0.0000
1230.230,-97.020,-52.000,0.311,0.010,0.790,10.750,1.000,0.000,0.0000
1230.240,-97.020,-51.981,0.311,0.008,0.790,10.749,1.000,0.000,0.0000
1230.250,-97.020,-51.961,0.311,0.006,0.790,10.749,1.000,0.000,0.0000
1230.260,-97.020,-51.941,0.311,0.005,0.790,10.749,1.000,0.000,0.0000
